node,seed,centrality,cascade_impact
BusanNewPort,8192,0.30398311765536556,1.0
Donghae,8192,0.2719595274689325,0.22641509433962265
Obong,8192,0.22282849572899974,0.1509433962264151
Goedong,8192,0.25412685437042104,1.0
Yeongju,8192,0.22977754721523538,0.09433962264150944
Dongsan,8192,0.067087727201883,0.16981132075471697
ShingwangyangPort,8192,0.11032822861847215,0.05660377358490566
Dodam,8192,0.29616141962202436,0.11320754716981132
Busanjin,8192,0.17419808830009698,0.05660377358490566
Cheoram,8192,0.19863915940326787,0.018867924528301886
Hwangdeung,8192,0.13787499143524076,0.07547169811320754
Sapgyo,8192,0.0437516218723163,0.07547169811320754
Ssangryong,8192,0.11367566028747939,0.03773584905660377
Gwangyang,8192,0.14010631994591943,0.05660377358490566
Suncheon,8192,0.09717002494185685,0.018867924528301886
DaejeonYard,8192,0.12777715496585085,0.018867924528301886
Uiwang,8192,0.038418947049839156,0.05660377358490566
Cheongju,8192,0.059416078527269926,0.03773584905660377
Onsan,8192,0.17803674907639822,0.05660377358490566
Heungguksa,8192,0.04808695078360477,0.03773584905660377
Okgye,8192,0.07223888988810265,0.018867924528301886
Taegum,8192,0.13707440871502002,0.03773584905660377
Deokso,8192,0.1259755350077255,0.09433962264150944
Gunsan,8192,0.10145435986756486,0.05660377358490566
Gacheon,8192,0.07966571974675307,0.018867924528301886
Incheon,8192,0.06882727894403916,0.018867924528301886
Masan,8192,0.056182290293645916,0.018867924528301886
Yakmok,8192,0.04330455447740571,0.03773584905660377
Ipseokri,8192,0.1279068467782156,0.03773584905660377
Naju,8192,0.0218931480069316,0.03773584905660377
Jeokryang,8192,0.0777227884918703,0.03773584905660377
Ganchi,8192,0.06559915460332189,0.03773584905660377
Paldang,8192,0.02831740740066737,0.018867924528301886
Doan,8192,0.007936651309373871,0.018867924528301886
Mokpo,8192,0.05249912771721308,0.018867924528301886
Eumseong,8192,0.04603448947717127,0.018867924528301886
Munsu,8192,0.08789304150436994,0.018867924528301886
BugangCargo,8192,0.07174549615391715,0.018867924528301886
Seokhang,8192,0.05249912771721308,0.018867924528301886
Shindong,8192,0.026424325093857202,0.03773584905660377
Gaya,8192,0.004522747423848739,0.05660377358490566
Jecheon,8192,0.08789304150436994,0.018867924528301886
Gyeongju,8192,0.08789304150436994,0.018867924528301886
Heukseokri,8192,0.03598715780700774,0.018867924528301886
Seokpo,8192,0.06118286713484912,0.018867924528301886
Sillyewon,8192,0.06118286713484912,0.018867924528301886
Taehwagang,8192,0.009934512238964768,0.018867924528301886
Iksan,8192,0.047469082468466574,0.018867924528301886
Mureung,8192,0.013552095223584248,0.03773584905660377
Susaek,8192,0.207438525784608,0.018867924528301886
Gwangwoondae,8192,0.05989383696964369,0.018867924528301886
Cheonan,8192,0.06477409405457682,0.018867924528301886
