node,seed,centrality,cascade_impact
JecheonYard,42,0.37681159420289856,1.0
BusanNewPort,42,0.39097744360902253,0.2830188679245283
Donghae,42,0.4,1.0
Obong,42,0.37410071942446044,0.22641509433962265
Goedong,42,0.39097744360902253,1.0
Yeongju,42,0.35374149659863946,0.018867924528301886
Dongsan,42,0.30952380952380953,0.11320754716981132
ShingwangyangPort,42,0.38235294117647056,0.1509433962264151
Dodam,42,0.3939393939393939,0.018867924528301886
Busanjin,42,0.36363636363636365,0.3018867924528302
Cheoram,42,0.3466666666666667,0.03773584905660377
Hwangdeung,42,0.30409356725146197,0.16981132075471697
Sapgyo,42,0.28888888888888886,0.2830188679245283
Ssangryong,42,0.30057803468208094,0.018867924528301886
Gwangyang,42,0.29213483146067415,0.05660377358490566
Suncheon,42,0.287292817679558,0.03773584905660377
DaejeonYard,42,0.30952380952380953,0.018867924528301886
Uiwang,42,0.33121019108280253,0.18867924528301888
Cheongju,42,0.22413793103448276,0.1320754716981132
Onsan,42,0.3076923076923077,0.03773584905660377
Heungguksa,42,0.2751322751322751,0.018867924528301886
Okgye,42,0.26666666666666666,0.018867924528301886
Taegum,42,0.33548387096774196,0.018867924528301886
Deokso,42,0.33121019108280253,0.018867924528301886
Gunsan,42,0.27807486631016043,0.11320754716981132
Gacheon,42,0.2905027932960894,0.018867924528301886
Incheon,42,0.29714285714285715,0.018867924528301886
Masan,42,0.23636363636363636,0.018867924528301886
Yakmok,42,0.2613065326633166,0.16981132075471697
Ipseokri,42,0.3151515151515151,0.05660377358490566
Naju,42,0.24074074074074073,0.05660377358490566
Jeokryang,42,0.3058823529411765,0.018867924528301886
Ganchi,42,0.18505338078291814,0.03773584905660377
Paldang,42,0.2736842105263158,0.018867924528301886
Doan,42,0.18374558303886926,0.018867924528301886
Mokpo,42,0.2826086956521739,0.018867924528301886
Eumseong,42,0.25870646766169153,0.018867924528301886
Munsu,42,0.2826086956521739,0.018867924528301886
BugangCargo,42,0.27807486631016043,0.03773584905660377
Seokhang,42,0.22707423580786026,0.018867924528301886
Shindong,42,0.2826086956521739,0.018867924528301886
Gaya,42,0.2736842105263158,0.018867924528301886
Jecheon,42,0.287292817679558,0.018867924528301886
Gyeongju,42,0.2184873949579832,0.03773584905660377
Heukseokri,42,0.2751322751322751,0.018867924528301886
Seokpo,42,0.24074074074074073,0.05660377358490566
Sillyewon,42,0.2826086956521739,0.018867924528301886
Taehwagang,42,0.2751322751322751,0.018867924528301886
Iksan,42,0.1566265060240964,0.03773584905660377
Mureung,42,0.23423423423423423,0.018867924528301886
Susaek,42,0.325,0.018867924528301886
Gwangwoondae,42,0.2826086956521739,0.018867924528301886
Cheonan,42,0.31901840490797545,0.018867924528301886
JecheonYard,137,0.4444444444444444,1.0
BusanNewPort,137,0.3939393939393939,0.37735849056603776
Donghae,137,0.4126984126984127,0.18867924528301888
Obong,137,0.4262295081967213,0.3018867924528302
Goedong,137,0.3969465648854962,0.4528301886792453
Yeongju,137,0.33986928104575165,0.11320754716981132
Dongsan,137,0.2826086956521739,0.5283018867924528
